Time;Position; Rotation.X; Rotation.Y;FPS; Input;
58969.5991;(207.3286, 101.5139, -266.0019);86.5001;349.1001;29.3879;;
58969.6331;(207.5951, 101.5139, -265.9857);86.5001;349.1001;29.4235;;
58969.6661;(208.1281, 101.5139, -265.9532);86.5001;349.1001;29.4690;;
58969.6991;(208.6611, 101.5139, -265.9208);86.5001;349.1001;29.5310;;
58969.7331;(208.9275, 101.5139, -265.9046);86.5001;349.1001;29.5899;;
58969.7661;(209.4602, 101.5139, -265.8727);86.5001;349.1001;29.5792;;
58969.7991;(209.9927, 101.5139, -265.8410);86.5001;349.1001;29.6556;;
58969.8331;(210.2590, 101.5139, -265.8251);86.5001;349.1001;29.6797;;
58969.8661;(210.7915, 101.5139, -265.7931);86.5001;349.1001;29.7127;;
58969.8991;(211.3241, 101.5139, -265.7610);86.5001;349.1001;29.7654;;
58969.9321;(211.5904, 101.5139, -265.7450);86.5001;349.1001;29.7801;;
58969.9661;(212.1230, 101.5139, -265.7127);86.5001;349.1001;29.8203;;
58969.9991;(212.6556, 101.5139, -265.6805);86.5001;349.1001;29.8088;;
58970.0331;(212.9219, 101.5139, -265.6643);86.5001;349.1001;29.8147;;
58970.0661;(213.4545, 101.5139, -265.6319);86.5001;349.1001;29.8517;;
58970.1001;(213.9871, 101.5139, -265.5995);87.1001;348.8001;29.8319;;
58970.1331;(214.2535, 101.5139, -265.5861);87.4002;348.4001;29.8289;;
58970.1661;(214.7866, 101.5139, -265.5620);87.4002;348.4001;29.8694;;
58970.2001;(215.3196, 101.5139, -265.5378);87.4002;348.4001;29.8716;;
58970.2331;(215.5862, 101.5139, -265.5258);87.4002;348.4001;29.8817;;
58970.2671;(216.1192, 101.5139, -265.5016);87.4002;348.4001;29.8653;;
58970.3001;(216.6523, 101.5139, -265.4775);87.4002;348.4001;29.8981;;
58970.3331;(216.9188, 101.5139, -265.4654);87.4002;348.4001;29.8917;;
58970.3671;(217.4519, 101.5139, -265.4412);87.4002;348.4001;29.9092;;
58970.4001;(217.9850, 101.5139, -265.4171);87.4002;348.4001;29.9248;;
58970.4331;(218.2515, 101.5139, -265.4050);87.4002;348.4001;29.9544;;
58970.4671;(218.7846, 101.5139, -265.3808);87.4002;348.4001;29.9543;;
58970.5001;(219.3176, 101.5139, -265.3566);87.4002;348.4001;29.9324;;
58970.5331;(219.5845, 101.5139, -265.3447);87.4002;348.4001;29.9524;;
58970.5671;(220.1182, 101.5139, -265.3207);87.4002;348.4001;29.9575;;
58970.6001;(220.6518, 101.5139, -265.2967);87.4002;348.4001;29.9493;;
58970.6331;(220.9185, 101.5139, -265.2847);87.4002;348.4001;29.9516;;
58970.6671;(221.4520, 101.5139, -265.2607);87.4002;348.4001;29.9529;;
58970.7001;(221.9853, 101.5139, -265.2365);87.4002;348.4001;29.9772;;
58970.7341;(222.2520, 101.5139, -265.2245);87.4002;348.4001;29.9588;;
58970.7671;(222.7852, 101.5139, -265.2004);87.4002;348.4001;29.9421;;
58970.8001;(223.3185, 101.5139, -265.1762);87.4002;348.4001;29.9795;;
58970.8341;(223.5851, 101.5139, -265.1642);87.4002;348.4001;29.9544;;
58970.8671;(224.1183, 101.5139, -265.1400);87.7001;348.6001;29.9556;;
58970.9011;(224.6516, 101.5139, -265.1186);88.4002;349.3001;29.9703;;
58970.9341;(224.9183, 101.5139, -265.1112);89.1001;350.4001;29.9280;;
58970.9671;(225.4520, 101.5139, -265.1028);89.2002;350.8001;29.9194;;
58971.0001;(225.9856, 101.5139, -265.0954);89.2002;350.8001;29.9755;;
58971.0341;(226.2524, 101.5139, -265.0916);89.2002;350.8001;30.0008;;
58971.0681;(226.7860, 101.5139, -265.0842);89.2002;350.8001;29.9511;;
58971.1011;(227.3196, 101.5139, -265.0768);89.2002;350.8001;29.9256;;
58971.1351;(227.5864, 101.5139, -265.0730);89.3002;350.8001;29.9409;;
58971.1672;(228.1200, 101.5139, -265.0665);89.3002;350.8001;29.8972;;
58971.2012;(228.6536, 101.5139, -265.0600);89.3002;350.8001;29.9713;;
58971.2342;(228.9204, 101.5139, -265.0567);89.3002;351.0001;29.9231;;
58971.2672;(229.4540, 101.5139, -265.0502);89.5002;351.3001;29.9497;;
58971.3012;(229.9876, 101.5139, -265.0455);89.5002;351.4001;29.9970;;
58971.3352;(230.2544, 101.5139, -265.0432);89.6002;351.6001;29.9656;;
58971.3672;(230.7880, 101.5139, -265.0395);89.9002;352.0001;29.9288;;
58971.4012;(231.3216, 101.5139, -265.0386);90.0002;352.2001;30.0074;;
58971.4342;(231.5885, 101.5139, -265.0386);90.2002;352.5001;29.9558;;
58971.4682;(232.1221, 101.5139, -265.0405);90.3002;352.7001;29.9785;;
58971.5012;(232.6557, 101.5139, -265.0433);90.6002;353.1001;29.9859;;
58971.5352;(232.9225, 101.5139, -265.0461);90.9002;353.5001;29.9668;;
58971.5682;(233.4560, 101.5139, -265.0544);91.0001;353.7001;29.9532;;
58971.6012;(233.9896, 101.5139, -265.0638);91.1002;353.9001;29.9869;;
58971.6342;(234.2563, 101.5139, -265.0689);91.3002;354.1001;29.9610;;
58971.6682;(234.7898, 101.5139, -265.0810);91.4002;354.3001;29.9762;;
58971.7012;(235.3233, 101.5139, -265.0941);91.5002;354.5001;29.9904;;
58971.7352;(235.5900, 101.5139, -265.1010);91.5002;354.5001;29.9594;;
58971.7682;(236.1234, 101.5139, -265.1150);91.7002;354.6001;29.9704;;
58971.8012;(236.6568, 101.5139, -265.1308);91.9002;354.7001;29.9225;;
58971.8352;(236.9235, 101.5139, -265.1397);91.9002;354.8001;30.0025;;
58971.8682;(237.4568, 101.5139, -265.1574);91.9002;354.8001;29.9637;;
58971.9012;(237.9901, 101.5139, -265.1751);91.9002;354.8001;29.9945;;
58971.9342;(238.2568, 101.5139, -265.1839);91.9002;354.8001;29.9732;;
58971.9682;(238.7901, 101.5139, -265.2016);91.9002;354.8001;30.0068;;
58972.0012;(239.3235, 101.5139, -265.2193);91.9002;354.8001;29.9998;;
58972.0342;(239.5901, 101.5139, -265.2282);91.9002;354.8001;30.0032;;
58972.0682;(240.1234, 101.5139, -265.2459);91.9002;354.8001;29.9927;;
58972.1012;(240.6568, 101.5139, -265.2636);91.9002;354.8001;29.9617;;
58972.1352;(240.9234, 101.5139, -265.2724);91.9002;354.8001;29.9943;;
58972.1682;(241.4568, 101.5139, -265.2901);91.9002;354.8001;29.9807;;
58972.2012;(241.9901, 101.5139, -265.3078);91.9002;354.8001;29.9660;;
58972.2352;(242.2567, 101.5139, -265.3167);91.9002;354.8001;29.9906;;
58972.2692;(242.7596, 101.5319, -265.3313);91.9002;354.8001;29.9602;;
58972.3022;(243.2720, 101.5405, -265.3464);91.9002;354.8001;29.9427;;
58972.3352;(243.5329, 101.5389, -265.3542);91.9002;354.8001;29.9772;;
58972.3682;(244.0624, 101.5261, -265.3704);91.9002;354.7001;29.9769;;
58972.4022;(244.5935, 101.5144, -265.3869);91.9002;354.7001;29.9578;;
58972.4352;(244.8564, 101.5140, -265.3951);91.9002;354.7001;29.9755;;
58972.4692;(245.3830, 101.5139, -265.4118);91.9002;354.7001;29.9511;;
58972.5022;(245.9108, 101.5139, -265.4287);91.9002;354.7001;29.9596;;
58972.5352;(246.1751, 101.5139, -265.4372);91.9002;354.7001;29.9492;;
58972.5682;(246.7045, 101.5139, -265.4543);91.9002;354.7001;30.0004;;
58972.6022;(247.2345, 101.5139, -265.4716);91.9002;354.7001;29.9810;;
58972.6352;(247.4998, 101.5139, -265.4802);91.9002;354.7001;29.9463;;
58972.6692;(248.0308, 101.5139, -265.4976);91.9002;354.7001;29.9693;;
58972.7022;(248.5622, 101.5139, -265.5150);91.9002;354.7001;29.9605;;
58972.7362;(248.8280, 101.5139, -265.5237);91.9002;354.7001;30.0064;;
58972.7692;(249.3600, 101.5139, -265.5412);91.9002;354.7001;29.9379;;
58972.8022;(249.8922, 101.5139, -265.5588);91.9002;354.7001;29.9647;;
58972.8362;(250.1583, 101.5139, -265.5676);91.9002;354.7001;29.9895;;
58972.8692;(250.6908, 101.5139, -265.5851);91.9002;354.7001;29.9481;;
58972.9033;(251.2235, 101.5139, -265.6028);91.9002;354.7001;29.9689;;
58972.9363;(251.4899, 101.5139, -265.6116);91.9002;354.7001;29.9442;;
58972.9693;(252.0227, 101.5139, -265.6292);91.9002;354.7001;29.9805;;
58973.0023;(252.5556, 101.5139, -265.6469);91.9002;354.7001;29.9803;;
58973.0363;(252.8205, 101.5139, -265.6557);91.9002;354.7001;29.9670;;
58973.0693;(253.2987, 101.5139, -265.6760);91.9002;354.7001;29.9769;;
58973.1023;(253.7638, 101.5139, -265.6969);91.9002;354.7001;29.9839;;
58973.1363;(254.0014, 101.5139, -265.7072);91.9002;354.7001;29.9763;;
58973.1693;(254.4851, 101.5139, -265.7271);91.9002;354.7001;29.9781;;
58973.2033;(254.9781, 101.5139, -265.7466);91.9002;354.7001;29.9873;;
58973.2363;(255.2276, 101.5139, -265.7562);91.0001;354.2001;29.9517;;
58973.2693;(255.7319, 101.5139, -265.7672);89.7002;353.7001;29.9622;;
58973.3033;(256.2418, 101.5139, -265.7664);89.0002;353.3001;29.9432;;
58973.3363;(256.4984, 101.5139, -265.7626);88.7002;353.1001;29.9592;;
58973.3693;(257.0146, 101.5139, -265.7522);88.3002;352.8001;29.9781;;
58973.4023;(257.5341, 101.5139, -265.7378);87.8002;352.6001;29.9935;;
58973.4363;(257.7947, 101.5139, -265.7282);87.6002;352.5001;29.9894;;
58973.4693;(258.3177, 101.5139, -265.7070);87.6002;352.4001;30.0034;;
58973.5033;(258.8426, 101.5139, -265.6856);87.5002;352.4001;29.9970;;
58973.5363;(259.1056, 101.5139, -265.6743);87.5002;352.4001;29.9818;;
58973.5693;(259.6327, 101.5139, -265.6517);87.5002;352.4001;30.0000;;
58973.6023;(260.1610, 101.5139, -265.6290);87.5002;352.4001;29.9986;;
58973.6363;(260.4255, 101.5139, -265.6176);87.5002;352.4001;30.0042;;
58973.6693;(260.9550, 101.5139, -265.5947);87.5002;352.4001;29.9992;;
58973.7023;(261.4853, 101.5139, -265.5717);87.5002;352.4001;29.9944;;
58973.7363;(261.7506, 101.5139, -265.5602);87.5002;352.4001;30.0109;;
58973.7693;(262.2816, 101.5139, -265.5372);87.5002;352.4001;29.9851;;
58973.8033;(262.8130, 101.5139, -265.5141);87.5002;352.4001;29.9802;;
58973.8363;(263.0789, 101.5139, -265.5025);87.6002;352.4001;29.9768;;
58973.8693;(263.6115, 101.5139, -265.4805);87.6002;352.4001;29.9955;;
58973.9033;(264.1443, 101.5139, -265.4584);87.6002;352.4001;29.9952;;
58973.9363;(264.4107, 101.5139, -265.4473);87.6002;352.4001;29.9693;;
58973.9693;(264.9436, 101.5139, -265.4251);87.6002;352.4001;29.9787;;
58974.0033;(265.4766, 101.5139, -265.4029);87.6002;352.4001;29.9693;;
58974.0363;(265.7430, 101.5139, -265.3918);87.6002;352.4001;29.9662;;
58974.0703;(266.2760, 101.5139, -265.3696);87.6002;352.4001;30.0039;;
58974.1033;(266.8091, 101.5139, -265.3473);87.6002;352.4001;29.9678;;
58974.1363;(267.0756, 101.5139, -265.3362);87.6002;352.4001;29.9491;;
58974.1703;(267.6086, 101.5139, -265.3139);87.6002;352.4001;30.0065;;
58974.2033;(268.1417, 101.5139, -265.2916);87.6002;352.4001;29.9248;;
58974.2363;(268.4083, 101.5139, -265.2805);87.6002;352.4001;29.9691;;
58974.2703;(268.9413, 101.5139, -265.2581);87.6002;352.4001;29.9902;;
58974.3033;(269.4745, 101.5139, -265.2358);87.6002;352.4001;29.9689;;
58974.3363;(269.7410, 101.5139, -265.2246);87.6002;352.4001;29.9775;;
58974.3703;(270.2741, 101.5139, -265.2023);87.6002;352.4001;29.9830;;
58974.4033;(270.8073, 101.5139, -265.1799);87.6002;352.4001;29.9858;;
58974.4363;(271.0739, 101.5139, -265.1688);87.6002;352.4001;29.9835;;
58974.4703;(271.6070, 101.5139, -265.1464);87.6002;352.4001;30.0068;;
58974.5033;(272.1401, 101.5139, -265.1241);87.6002;352.4001;29.9650;;
58974.5363;(272.4067, 101.5139, -265.1129);87.6002;352.4001;29.9495;;
58974.5703;(272.9398, 101.5139, -265.0906);87.6002;352.4001;29.9786;;
58974.6033;(273.4730, 101.5139, -265.0682);87.6002;352.4001;29.9864;;
58974.6373;(273.7396, 101.5139, -265.0571);87.6002;352.4001;29.9620;;
58974.6704;(274.2727, 101.5139, -265.0347);87.6002;352.4001;29.9609;;
58974.7044;(274.8058, 101.5139, -265.0124);87.6002;352.4001;29.9736;;
58974.7374;(275.0724, 101.5139, -265.0012);87.6002;352.4001;29.9491;;
58974.7704;(275.6056, 101.5139, -264.9789);87.6002;352.4001;29.9749;;
58974.8034;(276.1387, 101.5139, -264.9565);87.6002;352.4001;29.9971;;
58974.8374;(276.4053, 101.5139, -264.9454);87.6002;352.4001;29.9739;;
58974.8704;(276.9384, 101.5139, -264.9230);87.6002;352.4001;29.9710;;
58974.9044;(277.4716, 101.5139, -264.9007);87.6002;352.4001;29.9776;;
58974.9374;(277.7381, 101.5139, -264.8895);87.6002;352.4001;29.9752;;
58974.9704;(278.2713, 101.5139, -264.8672);87.6002;352.4001;29.9603;;
58975.0044;(278.8046, 101.5139, -264.8449);87.6002;352.4001;29.9795;;
58975.0374;(279.0713, 101.5139, -264.8337);87.6002;352.4001;29.9702;;
58975.0704;(279.6047, 101.5139, -264.8115);87.6002;352.4001;30.0012;;
58975.1044;(280.1380, 101.5139, -264.7892);87.6002;352.4001;29.9719;;
58975.1374;(280.4047, 101.5139, -264.7780);87.6002;352.4001;29.9835;;
58975.1704;(280.9380, 101.5139, -264.7557);87.6002;352.4001;29.9577;;
58975.2044;(281.4713, 101.5139, -264.7334);87.6002;352.4001;29.9894;;
58975.2374;(281.7379, 101.5139, -264.7222);87.6002;352.4001;29.9886;;
58975.2714;(282.2711, 101.5139, -264.6999);87.6002;352.4001;29.9703;;
58975.3044;(282.8044, 101.5139, -264.6775);87.6002;352.4001;29.9702;;
58975.3374;(283.0710, 101.5139, -264.6664);87.6002;352.4001;29.9946;;
58975.3704;(283.6042, 101.5139, -264.6440);87.6002;352.4001;29.9952;;
58975.4044;(284.1374, 101.5139, -264.6217);87.6002;352.4001;29.9970;;
58975.4374;(284.6706, 101.5139, -264.5993);87.6002;352.4001;29.9761;;
58975.4714;(284.9376, 101.5139, -264.5883);87.6002;352.4001;29.9919;;
58975.5044;(285.4715, 101.5139, -264.5661);87.6002;352.4001;29.9657;;
58975.5374;(286.0052, 101.5139, -264.5439);87.6002;352.4001;29.9514;;
58975.5714;(286.2720, 101.5139, -264.5327);87.6002;352.4001;29.9788;;
58975.6044;(286.8056, 101.5139, -264.5105);87.6002;352.4001;29.9707;;
58975.6374;(287.3391, 101.5139, -264.4882);87.6002;352.4001;29.9736;;
58975.6714;(287.6058, 101.5139, -264.4771);87.6002;352.4001;29.9790;;
58975.7044;(288.1392, 101.5139, -264.4548);87.6002;352.4001;29.9824;;
58975.7374;(288.6725, 101.5139, -264.4325);87.6002;352.4001;29.9724;;
58975.7714;(288.9392, 101.5139, -264.4213);87.6002;352.4001;29.9981;;
58975.8044;(289.4725, 101.5139, -264.3990);87.6002;352.4001;29.9674;;
58975.8384;(290.0058, 101.5139, -264.3766);87.6002;352.4001;29.9707;;
58975.8714;(290.2724, 101.5139, -264.3655);87.6002;352.4001;29.9583;;
58975.9044;(290.8057, 101.5139, -264.3431);87.6002;352.4001;29.9725;;
58975.9374;(291.3389, 101.5139, -264.3208);87.6002;352.4001;29.9711;;
58975.9714;(291.6055, 101.5139, -264.3096);87.6002;352.4001;29.9893;;
58976.0044;(292.1387, 101.5139, -264.2873);87.6002;352.4001;29.9799;;
58976.0384;(292.6719, 101.5139, -264.2650);87.6002;352.4001;29.9843;;
58976.0714;(292.9385, 101.5139, -264.2538);87.6002;352.4001;29.9737;;
58976.1054;(293.4717, 101.5139, -264.2314);87.6002;352.4001;29.9764;;
58976.1384;(294.0049, 101.5139, -264.2091);87.6002;352.4001;29.9577;;
58976.1714;(294.2714, 101.5139, -264.1979);87.6002;352.4001;29.9726;;
58976.2054;(294.8046, 101.5139, -264.1756);87.6002;352.4001;29.9739;;
58976.2384;(295.3378, 101.5139, -264.1533);87.6002;352.4001;29.9701;;
58976.2714;(295.6043, 101.5139, -264.1421);87.6002;352.4001;29.9732;;
58976.3054;(296.1375, 101.5139, -264.1198);87.7002;352.2001;29.9582;;
58976.3384;(296.6707, 101.5139, -264.0983);87.7002;352.2001;29.9659;;
58976.3714;(296.9373, 101.5139, -264.0876);87.7002;352.2001;29.9677;;
58976.4055;(297.4705, 101.5139, -264.0662);87.7002;352.2001;29.9584;;
58976.4395;(298.0037, 101.5139, -264.0448);87.7002;352.2001;29.9766;;
58976.4715;(298.2703, 101.5139, -264.0341);87.7002;352.2001;29.9234;;
58976.5055;(298.8035, 101.5139, -264.0126);87.7002;352.2001;29.9851;;
58976.5385;(299.3367, 101.5139, -263.9912);87.7002;352.2001;29.9887;;
58976.5715;(299.6033, 101.5139, -263.9805);87.7002;352.2001;29.9816;;
58976.6055;(300.1365, 101.5139, -263.9591);87.7002;352.2001;29.9991;;
58976.6385;(300.6698, 101.5139, -263.9377);87.7002;352.2001;29.9978;;
58976.6715;(300.9364, 101.5139, -263.9270);87.7002;352.2001;29.9790;;
58976.7055;(301.4697, 101.5139, -263.9055);87.7002;352.2001;29.9959;;
58976.7385;(302.0029, 101.5139, -263.8841);87.7002;352.2001;30.0053;;
58976.7715;(302.2695, 101.5139, -263.8734);87.7002;352.2001;30.0038;;
58976.8055;(302.8027, 101.5139, -263.8520);87.7002;352.2001;29.9941;;
58976.8385;(303.3359, 101.5139, -263.8306);87.7002;352.2001;30.0039;;
58976.8715;(303.6025, 101.5139, -263.8199);87.7002;352.2001;29.9806;;
58976.9055;(304.1357, 101.5139, -263.7984);87.7002;352.2001;29.9889;;
58976.9385;(304.6689, 101.5139, -263.7770);87.7002;352.2001;30.0015;;
58976.9725;(304.9355, 101.5139, -263.7663);87.7002;352.2001;29.9801;;
58977.0055;(305.4688, 101.5139, -263.7449);87.7002;352.2001;29.9657;;
58977.0385;(306.0020, 101.5139, -263.7234);87.7002;352.2001;29.9920;;
58977.0725;(306.2686, 101.5139, -263.7127);87.7002;352.2001;29.9606;;
58977.1055;(306.8022, 101.5139, -263.6914);87.7002;352.2001;29.9486;;
58977.1395;(307.3358, 101.5139, -263.6701);87.7002;352.2001;29.9496;;
58977.1725;(307.6025, 101.5139, -263.6595);87.7002;352.2001;29.9675;;
58977.2055;(308.1360, 101.5139, -263.6381);87.7002;352.2001;29.9646;;
58977.2395;(308.6694, 101.5139, -263.6167);87.7002;352.2001;29.9605;;
58977.2725;(308.9361, 101.5139, -263.6060);87.7002;352.2001;29.9634;;
58977.3055;(309.4694, 101.5139, -263.5847);87.7002;352.2001;29.9713;;
58977.3395;(310.0027, 101.5139, -263.5633);87.7002;352.2001;29.9770;;
58977.3725;(310.2693, 101.5139, -263.5526);87.7002;352.2001;29.9774;;
58977.4055;(310.8026, 101.5139, -263.5312);87.7002;352.2001;29.9917;;
58977.4395;(311.3359, 101.5139, -263.5098);87.7002;352.2001;29.9770;;
58977.4725;(311.6025, 101.5139, -263.4991);87.7002;352.2001;29.9724;;
58977.5075;(312.1358, 101.5139, -263.4777);87.7002;352.2001;29.9861;;
58977.5395;(312.6694, 101.5139, -263.4564);87.7002;352.2001;29.8466;;
58977.5725;(312.9362, 101.5139, -263.4460);87.7002;352.2001;29.9864;;
58977.6055;(313.4697, 101.5139, -263.4254);87.7002;352.2001;29.9879;;
58977.6395;(314.0031, 101.5139, -263.4047);87.7002;352.2001;29.9923;;
58977.6725;(314.2698, 101.5139, -263.3942);87.7002;352.2001;29.9896;;
58977.7065;(314.8031, 101.5139, -263.3733);87.7002;352.2001;29.9802;;
58977.7395;(315.3365, 101.5139, -263.3523);87.7002;352.2001;29.9673;;
58977.7725;(315.6031, 101.5139, -263.3417);87.7002;352.2001;30.0094;;
58977.8055;(316.1364, 101.5139, -263.3206);87.7002;352.2001;29.9872;;
58977.8395;(316.6696, 101.5139, -263.2994);87.7002;352.2001;30.0186;;
58977.8725;(316.9362, 101.5139, -263.2888);87.7002;352.2001;29.9950;;
58977.9065;(317.4695, 101.5139, -263.2675);87.7002;352.2001;29.9790;;
58977.9395;(318.0027, 101.5139, -263.2462);87.7002;352.2001;29.9955;;
58977.9725;(318.2693, 101.5139, -263.2356);87.7002;352.2001;30.0131;;
58978.0065;(318.8026, 101.5139, -263.2143);87.7002;352.2001;29.9739;;
58978.0395;(319.3358, 101.5139, -263.1929);87.7002;352.2001;29.9821;;
58978.0725;(319.6024, 101.5139, -263.1822);87.7002;352.2001;29.9877;;
58978.1065;(320.1356, 101.5139, -263.1609);87.7002;352.2001;29.9858;;
58978.1395;(320.6688, 101.5139, -263.1395);87.7002;352.2001;30.0003;;
58978.1726;(320.9354, 101.5139, -263.1288);87.7002;352.2001;29.9587;;
58978.2066;(321.4686, 101.5139, -263.1075);87.7002;352.2001;29.9827;;
58978.2396;(322.0018, 101.5139, -263.0861);87.7002;352.2001;29.9516;;
58978.2726;(322.2684, 101.5139, -263.0754);87.7002;352.2001;29.9924;;
58978.3066;(322.8016, 101.5139, -263.0540);87.7002;352.2001;29.9877;;
58978.3396;(323.3348, 101.5139, -263.0325);87.7002;352.2001;30.0018;;
58978.3736;(323.6014, 101.5139, -263.0218);87.7002;352.2001;29.9691;;
58978.4066;(324.1346, 101.5139, -263.0004);87.7002;352.2001;29.9799;;
58978.4396;(324.6678, 101.5139, -262.9790);87.7002;352.2001;29.9728;;
58978.4736;(324.9344, 101.5139, -262.9683);87.7002;352.2001;29.9693;;
58978.5066;(325.4676, 101.5139, -262.9468);87.7002;352.2001;29.9877;;
58978.5456;(326.0008, 101.5139, -262.9254);87.7002;352.2001;30.0086;;
58978.5736;(326.5340, 101.5139, -262.9040);87.7002;352.2001;29.5008;;
58978.6066;(326.8006, 101.5139, -262.8933);87.7002;352.2001;30.0252;;
58978.6406;(327.3338, 101.5139, -262.8719);87.7002;352.2001;29.9910;;
58978.6736;(327.6004, 101.5139, -262.8611);87.7002;352.2001;29.9966;;
58978.7066;(328.1336, 101.5139, -262.8397);87.7002;352.2001;29.9726;;
58978.7406;(328.6668, 101.5139, -262.8183);87.7002;352.2001;30.0083;;
58978.8856;(328.9334, 101.5139, -262.8076);87.7002;352.2001;30.0139;;
58978.9236;(331.0662, 101.5139, -262.7219);87.4002;350.3001;24.3960;;
58978.9576;(331.3328, 101.5139, -262.7098);87.4002;350.3001;25.1525;;
58978.9906;(331.8658, 101.5139, -262.6855);87.4002;349.9001;25.5248;;
58979.0236;(332.3989, 101.5139, -262.6613);87.4002;349.9001;25.9289;;
58979.0566;(332.6655, 101.5139, -262.6492);87.4002;349.9001;26.2652;;
58979.0906;(333.1985, 101.5139, -262.6250);87.4002;349.9001;26.6089;;
58979.1236;(333.7316, 101.5139, -262.6007);87.4002;349.5001;26.8968;;
58979.1566;(333.9982, 101.5139, -262.5886);87.4002;349.3001;27.1774;;
58979.1906;(334.5315, 101.5139, -262.5645);87.4002;349.3001;27.4565;;
58979.2236;(335.0648, 101.5139, -262.5404);87.4002;349.2001;27.6912;;
58979.2576;(335.3314, 101.5139, -262.5283);87.4002;349.0001;27.8791;;
58979.2906;(335.8646, 101.5139, -262.5041);87.4002;349.0001;28.0996;;
58979.3236;(336.3977, 101.5139, -262.4799);87.4002;348.8001;28.2669;;
58979.3576;(336.6643, 101.5139, -262.4679);87.4002;348.6001;28.4195;;
58979.3906;(337.1975, 101.5139, -262.4437);87.4002;348.5001;28.5930;;
58979.4236;(337.7306, 101.5139, -262.4195);87.4002;348.5001;28.7292;;
58979.4576;(337.9972, 101.5139, -262.4074);87.4002;348.5001;28.8353;;
58979.4906;(338.5303, 101.5139, -262.3833);87.4002;348.5001;28.9553;;
58979.5236;(339.0634, 101.5139, -262.3591);87.4002;348.5001;29.0568;;
58979.5576;(339.3300, 101.5139, -262.3470);87.4002;348.5001;29.1422;;
58979.5906;(339.8630, 101.5139, -262.3228);87.4002;348.5001;29.2271;;
58979.6236;(340.3961, 101.5139, -262.2987);87.4002;348.5001;29.3009;;
58979.6576;(340.6627, 101.5139, -262.2866);87.4002;348.5001;29.3896;;
58979.6906;(341.1957, 101.5139, -262.2624);87.4002;348.5001;29.4136;;
58979.7246;(341.7288, 101.5139, -262.2382);87.3002;348.1001;29.4728;;
58979.7576;(342.2618, 101.5139, -262.2130);87.3002;348.0001;29.5191;;
58979.7916;(342.5283, 101.5139, -262.2005);87.3002;348.0001;29.5833;;
58979.8246;(343.0612, 101.5139, -262.1753);87.2002;348.0001;29.5768;;
58979.8576;(343.5941, 101.5139, -262.1493);87.2002;347.9001;29.6259;;
58979.8906;(343.8606, 101.5139, -262.1362);87.2002;347.9001;29.6639;;
58979.9247;(344.3936, 101.5139, -262.1102);87.2002;347.9001;29.6995;;
58979.9577;(344.9265, 101.5139, -262.0841);87.2002;347.9001;29.7300;;
58979.9917;(345.1928, 101.5139, -262.0711);87.2002;347.6001;29.7302;;
58980.0247;(345.7256, 101.5139, -262.0450);87.1002;347.3001;29.7594;;
58980.0577;(346.2585, 101.5139, -262.0180);87.1002;347.1001;29.8091;;
58980.0907;(346.5249, 101.5139, -262.0045);87.1002;346.9001;29.8318;;
58980.1247;(347.0577, 101.5139, -261.9776);87.1002;346.7001;29.8634;;
58980.1577;(347.5905, 101.5139, -261.9506);87.1002;346.6001;29.8257;;
58980.1917;(347.8569, 101.5139, -261.9371);87.1002;346.5001;29.8713;;
58980.2247;(348.3896, 101.5139, -261.9101);87.1002;346.5001;29.8731;;
58980.2577;(348.9223, 101.5139, -261.8831);87.1002;346.5001;29.9108;;
58980.2917;(349.1887, 101.5139, -261.8697);87.1002;346.5001;29.9058;;
58980.3247;(349.7215, 101.5139, -261.8427);87.1002;346.5001;29.8924;;
58980.3577;(350.2543, 101.5139, -261.8157);87.1002;346.5001;29.8902;;
58980.3917;(350.5207, 101.5139, -261.8022);87.1002;346.5001;29.9074;;
58980.4247;(351.0533, 101.5139, -261.7752);87.1002;346.5001;29.9331;;
58980.4577;(351.5860, 101.5139, -261.7483);87.1002;346.5001;29.9372;;
58980.4917;(351.8524, 101.5139, -261.7348);87.1002;346.5001;29.9270;;
58980.5247;(352.3852, 101.5139, -261.7078);87.1002;346.5001;29.9435;;
58980.5587;(352.9181, 101.5139, -261.6808);86.4002;346.3001;29.9095;;
58980.5917;(353.1844, 101.5139, -261.6642);86.3002;346.2001;29.9170;;
58980.6247;(353.7168, 101.5139, -261.6298);86.2002;346.2001;29.9404;;
58980.6577;(354.2491, 101.5139, -261.5945);86.2002;346.1001;29.9711;;
58980.6917;(354.5152, 101.5139, -261.5769);86.2002;346.1001;29.9737;;
58980.7247;(355.0476, 101.5139, -261.5415);86.2002;346.1001;29.9585;;
58980.7577;(355.5799, 101.5139, -261.5062);86.1001;346.1001;29.9539;;
58980.7917;(355.8461, 101.5139, -261.4881);86.0002;345.8001;29.9693;;
58980.8247;(356.3783, 101.5139, -261.4509);86.0002;345.8001;29.9573;;
58980.8587;(356.9104, 101.5139, -261.4137);86.0002;345.8001;29.9629;;
58980.8917;(357.1765, 101.5139, -261.3951);86.0002;345.8001;29.9676;;
58980.9247;(357.7086, 101.5139, -261.3579);86.0002;345.8001;29.9756;;
58980.9587;(358.2408, 101.5139, -261.3207);86.0002;345.8001;29.9637;;
58980.9917;(358.5069, 101.5139, -261.3021);86.0002;345.8001;29.9740;;
58981.0247;(359.0392, 101.5139, -261.2649);86.0002;345.8001;29.9595;;
